"SITECODE","BIOGEFRAPHICREG","PERCENTAGE"
"PLH060107","Continental",100
"PLH060108","Continental",100
"PLH080001","Continental",100
"PLH080002","Continental",100
"PLH080003","Continental",100
"PLH080004","Continental",100
"PLH080005","Continental",100
"PLH080006","Continental",100
"PLH080007","Continental",100
"PLH080008","Continental",100
"PLH080009","Continental",100
"PLH080011","Continental",100
"PLH080012","Continental",100
"PLH080013","Continental",100
"PLH080014","Continental",100
"PLH080015","Continental",100
"PLH080024","Continental",100
"PLH120052","Continental",34.95
"PLH120053","Continental",100
"PLH120054","Continental",100
"PLH120055","Continental",100
"PLH120056","Continental",100
"PLH120057","Alpine",100
"PLH120058","Continental",100
"PLH120059","Continental",100
"PLH120060","Continental",100
"PLH120061","Continental",100
"PLH120062","Continental",100
"PLH120063","Continental",100
"PLH120064","Continental",100
"PLH120065","Continental",100
"PLH120066","Continental",100
"PLH120067","Continental",100
"PLH120068","Continental",100
"PLH120069","Continental",100
"PLH120070","Continental",100
"PLH120071","Continental",100
"PLH120072","Continental",100
"PLH120073","Continental",100
"PLH120074","Continental",100
"PLH120075","Continental",100
"PLH120076","Continental",100
"PLH120077","Continental",100
"PLH120078","Alpine",100
"PLH120079","Continental",100
"PLH120080","Continental",100
"PLH120081","Alpine",100
"PLH120082","Alpine",100
"PLH120083","Continental",100
"PLH120084","Continental",100
"PLH120085","Continental",100
"PLH120086","Alpine",100
"PLH120087","Alpine",29.13
"PLH120087","Continental",70.87
"PLH120088","Alpine",45.82
"PLH120088","Continental",54.18
"PLH120089","Continental",100
"PLH120090","Alpine",11.42
"PLH120090","Continental",88.58
"PLH120091","Continental",100
"PLH120092","Continental",100
"PLH120093","Alpine",100
"PLH120094","Continental",4.46
"PLH120094","Alpine",95.54
"PLH120095","Alpine",100
"PLH120096","Alpine",89.91
"PLH120096","Continental",10.09
"PLH140001","Continental",100
"PLH140002","Continental",100
"PLH140003","Continental",100
"PLH160012","Continental",100
"HR2000898","Mediterranean",
"HR2000911","Mediterranean",
"HR2000917","Alpine",
"HR2000917","Mediterranean",
"HR2000918","Mediterranean",
"HR2000919","Mediterranean",
"HR2000922","Mediterranean",
"HR2000929","Mediterranean",
"HR2000931","Mediterranean",
"HR2000932","Mediterranean",
"HR2000933","Mediterranean",
"HR2000934","Mediterranean",
"HR2000935","Mediterranean",
"HR2000936","Mediterranean",
"HR2000937","Mediterranean",
"HR2000941","Mediterranean",
"HR2000942","Mediterranean",
"HR2000943","Mediterranean",
"HR2000943","Marine Mediterranean",
"HR2000944","Mediterranean",
"HR2000946","Mediterranean",
"HR2000947","Mediterranean",
"HR2000950","Mediterranean",
"HR2000951","Mediterranean",
"HR2000981","Alpine",
"HR2001001","Continental",
"HR2001002","Continental",
"HR2001004","Continental",
"HR2001005","Continental",
"HR2001006","Continental",
"HR2001007","Mediterranean",
"HR2001008","Mediterranean",
"HR2001009","Mediterranean",
"HR2001010","Mediterranean",
"HR2001011","Mediterranean",
"HR2001012","Alpine",
"HR2001015","Mediterranean",
"HR2001016","Mediterranean",
"HR2001017","Mediterranean",
"HR2001021","Mediterranean",
"HR2001025","Alpine",
"HR2001031","Continental",
"HR2001034","Continental",
"HR2001035","Mediterranean",
"HR2001036","Mediterranean",
"HR2001041","Alpine",
"HR2001041","Mediterranean",
"HR2001042","Alpine",
"HR2001045","Continental",
"HR2001046","Mediterranean",
"HR2001047","Mediterranean",
"HR2001049","Alpine",
"HR2001050","Mediterranean",
"HR2001055","Mediterranean",
"HR2001056","Mediterranean",
"HR2001241","Mediterranean",
"HR2001242","Mediterranean",
"HR2001243","Continental",
"HR2001244","Mediterranean",
"HR2001245","Mediterranean",
"HR2001248","Mediterranean",
"HR2001249","Mediterranean",
"HR2001251","Mediterranean",
"HR2001253","Alpine",
"HR2001253","Mediterranean",
"HR2001254","Alpine",
"HR2001255","Alpine",
"HR2001256","Alpine",
"HR2001257","Alpine",
"HR2001258","Mediterranean",
"HR2001259","Mediterranean",
"HR2001260","Mediterranean",
"HR2001266","Mediterranean",
"HR2001267","Alpine",
"HR2001268","Alpine",
"HR2001269","Alpine",
"HR2001272","Alpine",
"HR2001274","Mediterranean",
"HR2001275","Mediterranean",
"HR2001276","Mediterranean",
"HR2001277","Mediterranean",
"HR2001278","Mediterranean",
"HR2001279","Mediterranean",
"HR2001280","Mediterranean",
"HR2001281","Continental",
"HR2001282","Alpine",
"HR2001285","Continental",
"HR2001286","Continental",
"HR2001288","Continental",
"HR2001289","Continental",
"HR2001292","Continental",
"HR2001293","Continental",
"HR2001294","Alpine",
"HR2001295","Alpine",
"HR2001298","Continental",
"HR2001299","Alpine",
"HR2001300","Mediterranean",
"HR2001301","Mediterranean",
"HR2001302","Mediterranean",
"HR2001304","Mediterranean",
"HR2001305","Continental",
"HR2001307","Continental",
"HR2001308","Continental",
"HR2001309","Continental",
"HR2001311","Continental",
"HR2001312","Mediterranean",
"HR2001313","Mediterranean",
"HR2001314","Alpine",
"HR2001314","Mediterranean",
"HR2001315","Mediterranean",
"HR2001316","Mediterranean",
"HR2001317","Alpine",
"HR2001318","Continental",
"HR2001378","Continental",
"HR2001379","Continental",
"HR2001380","Mediterranean",
"HR2001381","Continental",
"HR2001383","Continental",
"HR2001384","Mediterranean",
"HR2001385","Continental",
"HR2001386","Mediterranean",
"HR2001387","Continental",
"HR2001388","Mediterranean",
"HR2001389","Continental",
"HR2001390","Continental",
"HR2001391","Continental",
"HR2001392","Continental",
"HR2001393","Continental",
"HR2001394","Mediterranean",
"HR2001395","Mediterranean",
"HR2001396","Mediterranean",
"HR2001397","Mediterranean",
"HR2001398","Alpine",
"HR2001399","Mediterranean",
"HR2001400","Mediterranean",
"HR2001401","Continental",
"HR2001402","Continental",
"HR2001404","Continental",
"HR2001405","Continental",
"HR2001407","Continental",
"HR2001408","Continental",
"HR2001409","Continental",
"HR2001410","Continental",
"HR2001411","Continental",
"HR2001412","Continental",
"HR2001413","Alpine",
"HR2001414","Continental",
"HR2001415","Continental",
"HR2001416","Continental",
"HR2001417","Alpine",
"HR2001419","Mediterranean",
"HR2001420","Mediterranean",
"HR2001421","Mediterranean",
"HR2001422","Mediterranean",
"HR2001423","Mediterranean",
"HR2001424","Mediterranean",
"HR2001425","Mediterranean",
"HR2001426","Mediterranean",
"HR2001427","Mediterranean",
"HR2001428","Mediterranean",
"HR2001429","Mediterranean",
"HR2001430","Alpine",
"HR2001431","Alpine",
"HR2001432","Alpine",
"HR2001433","Alpine",
"HR2001434","Mediterranean",
"HR2001435","Mediterranean",
"HR2001436","Mediterranean",
"HR2001437","Mediterranean",
"HR2001438","Alpine",
"HR2001439","Alpine",
"PLH140004","Continental",100
"PLH140005","Continental",100
"PLH140006","Continental",100
"PLH140007","Continental",100
"PLH140008","Continental",100
"PLH140009","Continental",100
"PLH140010","Continental",100
"PLH140011","Continental",100
"PLH140012","Continental",100
"PLH140013","Continental",100
"PLH140015","Continental",100
"PLH140016","Continental",100
"PLH140020","Continental",100
"PLH140021","Continental",100
"PLH140022","Continental",100
"PLH140023","Continental",100
"PLH140024","Continental",100
"PLH140025","Continental",100
"PLH140026","Continental",100
"PLH140027","Continental",100
"PLH140028","Continental",100
"PLH140029","Continental",100
"PLH140030","Continental",100
"PLH140031","Continental",100
"PLH140032","Continental",100
"PLH140033","Continental",100
"PLH140034","Continental",100
"PLH140035","Continental",100
"PLH140036","Continental",100
"PLH140037","Continental",100
"PLH140038","Continental",100
"PLH140039","Continental",100
"PLH140040","Continental",100
"PLH140041","Continental",100
"PLH140042","Continental",100
"PLH140043","Continental",100
"PLH140044","Continental",100
"PLH140045","Continental",100
"PLH140046","Continental",100
"PLH140047","Continental",100
"PLH140048","Continental",100
"PLH140049","Continental",100
"PLH140050","Continental",100
"PLH140051","Continental",100
"PLH140052","Continental",100
"PLH140053","Continental",100
"PLH140054","Continental",100
"PLH140055","Continental",100
"PLH160001","Continental",100
"PLH160002","Continental",100
"PLH160003","Continental",100
"PLH160004","Continental",100
"PLH160005","Continental",100
"PLH160007","Continental",100
"PLH160008","Continental",100
"PLH160009","Continental",100
"PLH160010","Continental",100
"PLH160011","Continental",100
"HR2001058","Alpine",
"HR2001068","Mediterranean",
"HR2001069","Alpine",
"HR2001070","Continental",
"HR2001085","Continental",
"HR2001086","Continental",
"HR2001088","Continental",
"HR2001097","Mediterranean",
"HR2001098","Mediterranean",
"HR2001113","Alpine",
"HR2001115","Continental",
"HR2001126","Alpine",
"HR2001127","Alpine",
"HR2001128","Alpine",
"HR2001133","Mediterranean",
"HR2001143","Mediterranean",
"HR2001144","Mediterranean",
"HR2001145","Mediterranean",
"HR2001146","Mediterranean",
"HR2001148","Alpine",
"HR2001149","Mediterranean",
"HR2001150","Alpine",
"HR2001153","Alpine",
"HR2001154","Mediterranean",
"HR2001156","Alpine",
"HR2001158","Alpine",
"HR2001162","Continental",
"HR2001163","Mediterranean",
"HR2001172","Continental",
"HR2001177","Continental",
"HR2001178","Continental",
"HR2001180","Alpine",
"HR2001181","Alpine",
"HR2001188","Mediterranean",
"HR2001190","Continental",
"HR2001191","Continental",
"HR2001192","Continental",
"HR2001193","Continental",
"HR2001195","Continental",
"HR2001199","Mediterranean",
"HR2001200","Mediterranean",
"HR2001201","Mediterranean",
"HR2001203","Mediterranean",
"HR2001204","Mediterranean",
"HR2001207","Mediterranean",
"HR2001208","Mediterranean",
"HR2001215","Mediterranean",
"HR2001216","Continental",
"HR2001218","Mediterranean",
"HR2001220","Continental",
"HR2001224","Continental",
"HR2001227","Alpine",
"HR2001228","Continental",
"HR2001229","Mediterranean",
"HR2001235","Mediterranean",
"HR2001236","Mediterranean",100
"HR2001238","Mediterranean",
"HR2001239","Mediterranean",
"HR2001319","Continental",
"HR2001320","Continental",
"HR2001321","Mediterranean",
"HR2001322","Mediterranean",
"HR2001323","Continental",
"HR2001324","Alpine",
"HR2001325","Mediterranean",
"HR2001326","Continental",
"HR2001327","Continental",
"HR2001328","Continental",
"HR2001329","Continental",
"HR2001330","Continental",
"HR2001331","Continental",
"HR2001332","Alpine",
"HR2001333","Continental",
"HR2001334","Mediterranean",
"HR2001335","Continental",
"HR2001336","Continental",
"HR2001337","Mediterranean",
"HR2001338","Mediterranean",
"HR2001339","Continental",
"HR2001340","Alpine",
"HR2001340","Continental",
"HR2001342","Continental",
"HR2001343","Mediterranean",
"HR2001344","Alpine",
"HR2001345","Alpine",
"HR2001346","Continental",
"HR2001347","Continental",
"HR2001348","Continental",
"HR2001349","Mediterranean",
"HR2001350","Mediterranean",
"HR2001351","Alpine",
"HR2001352","Mediterranean",
"HR2001353","Alpine",
"HR2001354","Continental",
"HR2001355","Continental",
"HR2001356","Continental",
"HR2001357","Mediterranean",
"HR2001358","Mediterranean",
"HR2001359","Mediterranean",
"HR2001360","Mediterranean",
"HR2001361","Mediterranean",
"HR2001362","Mediterranean",
"HR2001363","Mediterranean",
"HR2001364","Mediterranean",
"HR2001365","Mediterranean",
"HR2001366","Mediterranean",
"HR2001367","Mediterranean",
"HR2001370","Continental",
"HR2001371","Mediterranean",
"HR2001372","Continental",
"HR2001373","Alpine",
"HR2001373","Mediterranean",
"HR2001374","Mediterranean",
"HR2001375","Mediterranean",
"HR2001376","Mediterranean",
"HR2001377","Alpine",
"HR2001440","Alpine",
"HR2001441","Alpine",
"HR2001442","Alpine",
"HR2001444","Mediterranean",
"HR2001445","Mediterranean",
"HR2001449","Mediterranean",
"HR2001451","Mediterranean",
"HR2001452","Mediterranean",
"HR2001454","Mediterranean",
"HR2001458","Mediterranean",
"HR2001460","Mediterranean",
"HR2001461","Mediterranean",
"HR2001463","Mediterranean",
"HR2001464","Mediterranean",
"HR2001465","Mediterranean",
"HR2001468","Mediterranean",
"HR2001469","Mediterranean",
"HR2001470","Mediterranean",
"HR2001474","Marine Mediterranean",
"HR2001475","Marine Mediterranean",100
"HR2001476","Marine Mediterranean",
"HR2001477","Marine Mediterranean",
"HR2001478","Marine Mediterranean",
"HR2001479","Marine Mediterranean",
"HR2001480","Marine Mediterranean",
"HR2001481","Marine Mediterranean",
"HR2001483","Mediterranean",
"HR2001484","Mediterranean",
"HR2001485","Mediterranean",
"HR2001486","Mediterranean",
"HR2001487","Mediterranean",
"HR2001489","Mediterranean",
"HR2001490","Mediterranean",
"HR2001491","Mediterranean",
"HR2001492","Mediterranean",
"HR2001493","Mediterranean",
"HR2001494","Mediterranean",
"HR2001495","Mediterranean",
"HR2001497","Mediterranean",
"HR2001498","Mediterranean",
"HR2001499","Mediterranean",
"HR2001500","Continental",
"HR2001501","Continental",
"HR2001502","Continental",
"HR2001504","Alpine",45
"HR2001504","Continental",55
"HR2001505","Continental",100
"HR2001506","Continental",100
"HR2001508","Alpine",100
"HR3000001","Marine Mediterranean",
"HR3000002","Marine Mediterranean",
"HR3000003","Marine Mediterranean",
"HR3000004","Marine Mediterranean",
"HR3000005","Marine Mediterranean",
"HR3000007","Marine Mediterranean",
"HR3000008","Marine Mediterranean",
"HR3000009","Marine Mediterranean",
"HR3000010","Marine Mediterranean",
"HR3000011","Marine Mediterranean",
"HR3000012","Marine Mediterranean",
"HR3000014","Marine Mediterranean",
"HR3000015","Marine Mediterranean",
"HR3000016","Marine Mediterranean",
"HR3000017","Marine Mediterranean",
"HR3000018","Marine Mediterranean",
"HR3000019","Marine Mediterranean",
"HR3000020","Marine Mediterranean",
"HR3000021","Marine Mediterranean",
"HR3000022","Marine Mediterranean",
"HR3000024","Marine Mediterranean",
"HR3000025","Marine Mediterranean",
"HR3000026","Marine Mediterranean",
"HR3000027","Marine Mediterranean",
"HR3000028","Marine Mediterranean",
"HR3000029","Marine Mediterranean",
"HR3000030","Marine Mediterranean",
"HR3000031","Marine Mediterranean",
"HR3000032","Marine Mediterranean",
"HR3000033","Marine Mediterranean",
"HR3000034","Marine Mediterranean",
"HR3000035","Marine Mediterranean",
"HR3000036","Marine Mediterranean",
"HR3000037","Marine Mediterranean",
"HR3000038","Marine Mediterranean",
"HR3000039","Marine Mediterranean",
"HR3000040","Marine Mediterranean",
"HR3000041","Marine Mediterranean",
"HR3000042","Marine Mediterranean",
"HR3000043","Marine Mediterranean",
"HR3000044","Marine Mediterranean",
"HR3000045","Marine Mediterranean",
"HR3000046","Marine Mediterranean",
"HR3000050","Marine Mediterranean",
"HR3000051","Marine Mediterranean",
"HR3000052","Marine Mediterranean",
"HR3000053","Marine Mediterranean",
"HR3000054","Marine Mediterranean",
"HR3000056","Marine Mediterranean",
"HR3000058","Marine Mediterranean",
"HR3000105","Marine Mediterranean",
"HR3000106","Marine Mediterranean",
"HR3000107","Marine Mediterranean",
"HR3000108","Marine Mediterranean",
"HR3000109","Marine Mediterranean",
"HR3000110","Marine Mediterranean",
"HR3000111","Marine Mediterranean",
"HR3000112","Marine Mediterranean",
"HR3000113","Marine Mediterranean",
"HR3000114","Marine Mediterranean",
"HR3000115","Marine Mediterranean",
"HR3000116","Marine Mediterranean",
"HR3000119","Marine Mediterranean",
"HR3000120","Marine Mediterranean",
"HR3000121","Mediterranean",
"HR3000121","Marine Mediterranean",
"HR3000122","Mediterranean",
"HR3000122","Marine Mediterranean",
"HR3000123","Marine Mediterranean",
"HR3000124","Mediterranean",3
"HR3000124","Marine Mediterranean",
"HR3000125","Marine Mediterranean",
"HR3000126","Marine Mediterranean",
"HR3000127","Marine Mediterranean",
"HR3000128","Marine Mediterranean",
"HR3000129","Marine Mediterranean",
"HR3000130","Marine Mediterranean",
"HR3000131","Marine Mediterranean",
"HR3000133","Marine Mediterranean",
"HR3000134","Marine Mediterranean",
"HR3000135","Marine Mediterranean",
"HR3000136","Marine Mediterranean",
"HR3000137","Marine Mediterranean",
"HR3000138","Marine Mediterranean",
"HR3000139","Marine Mediterranean",
"HR3000140","Marine Mediterranean",
"HR3000141","Marine Mediterranean",
"HR3000142","Marine Mediterranean",
"HR3000143","Marine Mediterranean",
"HR3000149","Marine Mediterranean",
"HR3000150","Marine Mediterranean",
"HR3000152","Marine Mediterranean",
"HR3000153","Marine Mediterranean",
"HR3000154","Marine Mediterranean",
"HR3000155","Marine Mediterranean",
"HR3000156","Marine Mediterranean",
"HR3000441","Marine Mediterranean",
"HR3000442","Marine Mediterranean",
"HR3000443","Marine Mediterranean",
"HR3000444","Marine Mediterranean",
"HR3000445","Marine Mediterranean",
"HR3000446","Marine Mediterranean",100
"HR3000447","Mediterranean",
"HR3000450","Mediterranean",
"HR3000451","Marine Mediterranean",
"HR3000452","Marine Mediterranean",
"HR3000453","Marine Mediterranean",
"HR3000454","Marine Mediterranean",
"HR3000455","Marine Mediterranean",
"HR3000456","Marine Mediterranean",
"HR3000457","Marine Mediterranean",
"HR3000458","Marine Mediterranean",
"HR3000459","Marine Mediterranean",
"HR3000460","Marine Mediterranean",
"HR3000461","Marine Mediterranean",
"HR3000462","Marine Mediterranean",
"HR3000463","Marine Mediterranean",
"HR3000464","Marine Mediterranean",
"HR3000465","Marine Mediterranean",
"HR3000466","Marine Mediterranean",
"HR3000467","Marine Mediterranean",
"HR3000468","Marine Mediterranean",
"HR3000469","Marine Mediterranean",
"HR3000470","Marine Mediterranean",
"HR3000471","Marine Mediterranean",
"HR3000472","Marine Mediterranean",
"HR3000473","Marine Mediterranean",
"HR3000474","Marine Mediterranean",
"HR3000475","Marine Mediterranean",
"HR3000476","Marine Mediterranean",
"HR3000477","Marine Mediterranean",100
"HR4000001","Mediterranean",
"HR4000001","Marine Mediterranean",
"HR4000002","Mediterranean",
"HR4000002","Marine Mediterranean",
"HR4000004","Mediterranean",
"HR4000005","Mediterranean",
"HR4000006","Mediterranean",
"HR4000007","Marine Mediterranean",
"HR4000008","Mediterranean",
"HR4000008","Marine Mediterranean",
"HR4000009","Mediterranean",
"HR4000010","Mediterranean",
"HR4000015","Marine Mediterranean",
"HR4000016","Mediterranean",
"HR4000017","Mediterranean",
"HR4000017","Marine Mediterranean",
"HR4000018","Mediterranean",
"HR4000019","Mediterranean",
"HR4000024","Mediterranean",
"HR4000025","Mediterranean",
"HR4000025","Marine Mediterranean",
"HR4000027","Mediterranean",
"HR4000027","Marine Mediterranean",
"HR4000028","Mediterranean",
"HR4000028","Marine Mediterranean",
"HR4000029","Mediterranean",100
"HR4000030","Mediterranean",
"HR4000030","Marine Mediterranean",
"HR4000031","Mediterranean",
"HR4000031","Marine Mediterranean",
"HR5000014","Continental",
"HR5000015","Continental",
"HR5000019","Alpine",
"HR5000019","Mediterranean",
"HR5000019","Continental",
"HR5000020","Alpine",
"HR5000022","Alpine",
"HR5000022","Mediterranean",
"HR5000025","Mediterranean",
"HR5000028","Alpine",
"HR5000028","Mediterranean",
"HR5000030","Mediterranean",
"HR5000031","Mediterranean",
"HR5000031","Marine Mediterranean",
"HR5000032","Marine Mediterranean",
"HR5000037","Mediterranean",
"HR5000037","Marine Mediterranean",
"HR5000038","Mediterranean",
"HR5000038","Marine Mediterranean",
"DE5739301","Continental",100
"DE5839303","Continental",100
"DE2935301","Continental",100
"DE2935401","Continental",100
"DE3034301","Continental",100
"DE3035301","Continental",100
"DE3036301","Continental",100
"DE3132301","Continental",100
"DE3132302","Continental",100
"DE3132401","Continental",100
"DE3134301","Continental",100
"DE3134302","Continental",100
"DE3136301","Continental",100
"DE3138301","Continental",100
"DE3138302","Continental",100
"DE3231301","Atlantic",100
"DE3232301","Continental",100
"DE3232302","Continental",100
"HR3000059","Marine Mediterranean",
"HR3000060","Marine Mediterranean",
"HR3000061","Marine Mediterranean",
"HR3000062","Marine Mediterranean",
"HR3000063","Marine Mediterranean",
"HR3000064","Marine Mediterranean",
"HR3000065","Marine Mediterranean",
"HR3000066","Marine Mediterranean",
"HR3000067","Marine Mediterranean",
"HR3000068","Marine Mediterranean",
"HR3000069","Marine Mediterranean",
"HR3000070","Marine Mediterranean",
"HR3000071","Marine Mediterranean",
"HR3000072","Marine Mediterranean",
"HR3000073","Marine Mediterranean",
"HR3000074","Marine Mediterranean",
"HR3000075","Marine Mediterranean",
"HR3000076","Marine Mediterranean",
"HR3000077","Marine Mediterranean",
"HR3000078","Marine Mediterranean",
"HR3000079","Marine Mediterranean",
"HR3000080","Marine Mediterranean",
"HR3000081","Marine Mediterranean",
"HR3000082","Marine Mediterranean",
"HR3000084","Marine Mediterranean",
"HR3000085","Marine Mediterranean",
"HR3000086","Marine Mediterranean",
"HR3000088","Marine Mediterranean",
"HR3000089","Marine Mediterranean",
"HR3000090","Marine Mediterranean",
"HR3000091","Marine Mediterranean",
"HR3000092","Marine Mediterranean",
"HR3000093","Marine Mediterranean",
"HR3000094","Marine Mediterranean",
"HR3000095","Marine Mediterranean",
"HR3000096","Marine Mediterranean",
"HR3000097","Marine Mediterranean",
"HR3000098","Marine Mediterranean",
"HR3000099","Marine Mediterranean",
"HR3000100","Mediterranean",
"HR3000100","Marine Mediterranean",
"HR3000101","Marine Mediterranean",
"HR3000102","Marine Mediterranean",
"HR3000103","Marine Mediterranean",
"HR3000104","Marine Mediterranean",
"HR3000105","Mediterranean",
"HR3000161","Marine Mediterranean",
"HR3000162","Marine Mediterranean",
"HR3000163","Marine Mediterranean",
"HR3000164","Marine Mediterranean",
"HR3000165","Marine Mediterranean",
"HR3000166","Marine Mediterranean",
"HR3000167","Mediterranean",
"HR3000170","Marine Mediterranean",
"HR3000171","Mediterranean",
"HR3000171","Marine Mediterranean",
"HR3000172","Marine Mediterranean",
"HR3000173","Marine Mediterranean",
"HR3000174","Marine Mediterranean",
"HR3000175","Marine Mediterranean",
"HR3000176","Marine Mediterranean",
"HR3000177","Mediterranean",
"HR3000179","Marine Mediterranean",
"HR3000180","Marine Mediterranean",
"HR3000198","Marine Mediterranean",100
"HR3000208","Marine Mediterranean",100
"HR3000247","Marine Mediterranean",100
"HR3000257","Mediterranean",
"HR3000279","Marine Mediterranean",
"HR3000280","Marine Mediterranean",
"HR3000319","Mediterranean",
"HR3000331","Marine Mediterranean",100
"HR3000340","Mediterranean",
"HR3000349","Marine Mediterranean",100
"HR3000351","Marine Mediterranean",
"HR3000376","Mediterranean",
"HR3000381","Marine Mediterranean",100
"HR3000414","Marine Mediterranean",
"HR3000415","Marine Mediterranean",
"HR3000417","Marine Mediterranean",
"HR3000419","Marine Mediterranean",
"HR3000421","Mediterranean",
"HR3000426","Marine Mediterranean",
"HR3000430","Mediterranean",
"HR3000430","Marine Mediterranean",
"HR3000431","Marine Mediterranean",
"HR3000432","Mediterranean",
"HR3000432","Marine Mediterranean",
"HR3000433","Mediterranean",
"HR3000433","Marine Mediterranean",
"HR3000437","Marine Mediterranean",
"HR3000438","Marine Mediterranean",
"HR3000439","Marine Mediterranean",
"HR3000440","Marine Mediterranean",
"DE3232303","Continental",100
"DE3232304","Continental",100
"DE3233301","Continental",100
"DE3233302","Continental",100
"DE3234301","Continental",100
"DE3236301","Continental",100
"DE3237301","Continental",100
"DE3238301","Continental",100
"DE3238302","Continental",100
"DE3238303","Continental",100
"DE3239301","Continental",100
"DE3239401","Continental",100
"DE3331301","Continental",100
"DE3331302","Continental",100
"DE3332301","Continental",100
"DE3332302","Continental",100
"DE3333301","Continental",100
"DE3333302","Continental",100
"DE3334301","Continental",100
"DE3334401","Continental",100
"DE3337301","Continental",100
"DE3337302","Continental",100
"DE3338301","Continental",100
"DE3338302","Continental",100
"DE3338401","Continental",100
"DE3431302","Atlantic",100
"DE3432401","Atlantic",100
"DE3433301","Atlantic",100
"DE3434301","Continental",100
"DE3434302","Continental",100
"DE3434303","Continental",100
"DE3435301","Continental",100
"DE3435302","Continental",100
"DE3436301","Continental",100
"DE3437302","Continental",100
"DE3437303","Continental",100
"DE3437401","Continental",100
"HR1000001","Continental",
"HR1000002","Continental",
"HR1000003","Continental",
"HR1000004","Continental",
"HR1000005","Continental",
"HR1000006","Continental",
"HR1000008","Continental",
"HR1000009","Continental",
"HR1000010","Continental",
"HR1000011","Continental",
"HR1000012","Continental",
"HR1000013","Continental",
"HR1000014","Continental",
"HR1000015","Continental",
"HR1000016","Continental",
"HR1000018","Mediterranean",
"HR1000019","Alpine",
"HR1000019","Mediterranean",
"HR1000019","Continental",
"HR1000020","Alpine",
"HR1000021","Alpine",
"HR1000022","Alpine",
"HR1000022","Mediterranean",
"HR1000023","Mediterranean",
"HR1000023","Marine Mediterranean",
"HR1000024","Mediterranean",
"HR1000025","Mediterranean",
"HR1000026","Mediterranean",
"HR1000027","Mediterranean",
"HR1000028","Alpine",
"HR1000028","Mediterranean",
"HR1000029","Alpine",
"HR1000029","Mediterranean",
"HR1000030","Mediterranean",
"HR1000031","Mediterranean",
"HR1000031","Marine Mediterranean",
"HR1000032","Mediterranean",
"HR1000032","Marine Mediterranean",
"HR1000033","Mediterranean",
"HR1000033","Marine Mediterranean",
"HR1000034","Mediterranean",
"HR1000034","Marine Mediterranean",
"HR1000035","Mediterranean",
"HR1000035","Marine Mediterranean",
"HR1000036","Mediterranean",
"HR1000036","Marine Mediterranean",
"HR1000037","Mediterranean",
"HR1000037","Marine Mediterranean",
"HR1000038","Mediterranean",
"HR1000038","Marine Mediterranean",
"HR1000039","Mediterranean",
"HR1000039","Marine Mediterranean",
"HR1000040","Continental",
"HR2000004","Alpine",
"HR2000006","Mediterranean",
"HR2000007","Mediterranean",
"HR2000011","Alpine",
"HR2000018","Mediterranean",
"HR2000019","Mediterranean",
"HR2000020","Alpine",
"HR2000020","Mediterranean",
"HR2000021","Mediterranean",
"HR2000022","Mediterranean",
"HR2000026","Alpine",
"HR2000030","Continental",
"HR2000031","Mediterranean",
"HR2000034","Mediterranean",
"HR2000038","Mediterranean",
"HR2000050","Mediterranean",
"HR2000051","Mediterranean",
"HR2000053","Mediterranean",
"HR2000055","Mediterranean",
"HR2000056","Mediterranean",
"HR2000057","Continental",
"HR2000058","Mediterranean",
"HR2000066","Alpine",
"DE5405301","Continental",100
"DE5405302","Continental",100
"DE5405303","Continental",100
"DE5405305","Continental",100
"DE5405306","Continental",100
"DE5405307","Continental",100
"DE5405308","Continental",100
"DE5406301","Continental",100
"DE5406302","Continental",100
"DE5406303","Continental",100
"DE5407301","Continental",100
"DE5504302","Continental",100
"DE5504303","Continental",100
"DE5504305","Continental",100
"DE5505301","Continental",100
"DE5505304","Continental",100
"DE5505305","Continental",100
"DE5505307","Continental",100
"DE5505308","Continental",100
"DE5505309","Continental",100
"DE5506301","Continental",100
"DE5506471","Continental",100
"DE5604301","Continental",100
"DE5605302","Continental",100
"DE5605304","Continental",100
"DE5605305","Continental",100
"HUKM20015","Pannonian",100
"HUKM20016","Pannonian",100
"HUKM20017","Pannonian",100
"HUKM20018","Pannonian",100
"HUKM20019","Pannonian",100
"HUKM20020","Pannonian",100
"HUKM20021","Pannonian",100
"HUKM20022","Pannonian",100
"HUKM20023","Pannonian",100
"HUKM20024","Pannonian",100
"HUKM20025","Pannonian",100
"HUKM20026","Pannonian",100
"HUKM20027","Pannonian",100
"HUKM20028","Pannonian",100
"HUKM20029","Pannonian",100
"HUKM20030","Pannonian",100
"HUKM20031","Pannonian",100
"HUKN10001","Pannonian",100
"HUKN10002","Pannonian",100
"HUKN10004","Pannonian",100
"HUKN10007","Pannonian",100
"HUKN10008","Pannonian",100
"HUKN20001","Pannonian",100
"HUKN20002","Pannonian",100
"HUKN20003","Pannonian",100
"HUKN20004","Pannonian",100
"HUKN20005","Pannonian",100
"HUKN20006","Pannonian",100
"HUKN20007","Pannonian",100
"HUKN20008","Pannonian",100
"HUKN20009","Pannonian",100
"HUKN20010","Pannonian",100
"HUKN20011","Pannonian",100
"HUKN20012","Pannonian",100
"PLB300005","Continental",100
"PLB300006","Continental",100
"PLB300007","Continental",100
"PLB300009","Continental",100
"PLB300011","Continental",100
"PLB300012","Continental",100
"PLB300013","Continental",100
"PLB300015","Continental",100
"PLB300017","Continental",100
