"SITECODE","NAME","EMAIL","ADDRESS_UNSTRUCTURED","ADMINUNIT","THOROUGHFARE","DESIGNATOR","POSTCODE","POSTNAME","ADDRESS","LOCATORNAME"
"FI0200188","","","Lounais-Suomen ympäristökeskus PL 4720801 Turku","","","","","","",""
"FI0200189","","","Lounais-Suomen ympäristökeskus PL 4720801 TURKU","","","","","","",""
"FI0200190","","","Lounais-Suomen ympäristökeskus PL 4720801 TURKU","","","","","","",""
"FI0200191","","","Lounais-Suomen ympäristökeskus PL 4720801 Turku","","","","","","",""
"FI0200192","","","Lounais-Suomen ympäristökeskus PL 4720801 Turku","","","","","","",""
"FI0200193","","","Metsähallitus, Etelä-Suomen luontopalvelut PL 94, 01301 Vantaa","","","","","","",""
"FI0301001","","","Hämeen Ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0301003","","","Hämeen ympäristökeskus PL 13113101Hämeenlinna","","","","","","",""
"FI0301005","","","Hämeen ympäristökeskus PL 131  13101 Hämeenlinna","","","","","","",""
"FI0301007","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0301009","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0301010","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0301011","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0301012","","","Hämeen ympäristökeskus PL 131   13101 Hämeenlinna","","","","","","",""
"FI0301013","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0301014","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0301016","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0301017","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0302001","","","Metsähallitus/Etelärannikon puistoalue PL 9401301 Vantaa","","","","","","",""
"FI0303003","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0303006","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0303007","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0303010","","","Hämeen ympäristökeskus Pl 13113101 Hämeenlinna","","","","","","",""
"FI0303011","","","Hämeen ympäristökeskus Pl 13113101 Hämeenlinna","","","","","","",""
"FI0303013","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0303016","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0303017","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0303018","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0303019","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0303020","","","Hämeen ympäristökeskus PL 131, 13101 Hämeenlinna","","","","","","",""
"FI0304001","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0304003","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0304004","","","Hämeen ympäristökeskus PL 131, 13101 Hämeenlinna","","","","","","",""
"FI0305003","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0305004","","","Hämeen ympäristökeskus PL13113101Hämeenlinna","","","","","","",""
"FI0305005","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0306003","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0306004","","","Hämeen ympäristökeskus PL13113101 Hämeenlinna","","","","","","",""
"FI0306006","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0306008","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0306009","","","Hämeen ympäristökeskus PL 131, 13101 Hämeenlinna","","","","","","",""
"FI0309001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0309006","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0309008","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0310001","","","Metsähallitus/Etelärannikon puistoalue PL 9401301 Vantaa","","","","","","",""
"FI0310002","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0310003","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0310005","","","Metsähallitus/Etelärannikon puistoalue PL 9401301 Vantaa","","","","","","",""
"FI0310006","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0310007","","","Hämeen ympäristökeskus Pl 13113101 Hämeenlinna","","","","","","",""
"FI0310008","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0311001","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0311002","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0312002","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0312003","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0312004","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0312005","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0312006","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0312007","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0312008","","","Hämeen ympäristökeskus PL 131, 13101 Hämeenlinna","","","","","","",""
"FI0315001","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0315002","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0315003","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0315005","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0315006","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0315007","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0316001","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0316004","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0316005","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0316007","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0316008","","","Pirkanmaan ympäristökeskus PL 297, 33101 Tampere","","","","","","",""
"FI0317001","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0318001","","","Hämeen ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0318002","","","Lounais-Suomen ympäristökeskus PL 47, 20801 Turku","","","","","","",""
"FI0319002","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0319003","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0319004","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0320001","","","Metsäntutkimuslaitos/Tutkimusmetsäpalvelut PL 1801301 Vantaa","","","","","","",""
"FI0320002","","","Keski-Suomen ymparistökeskus","","","","","","",""
"FI0321001","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0321002","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0321003","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0321004","","","Metsähallitus/Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0321007","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0321008","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0321009","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0321010","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0323001","","","Metsähallitus/Etelärannikon puistoalue PL 9401301 Vantaa","","","","","","",""
"FI0324001","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0324002","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0325001","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0325002","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0325006","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0325007","","","Hämeen ympäristökeskus Pl 13113101 Hämeenlinna","","","","","","",""
"FI0325008","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0325009","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0326001","","","Pirkanmaan ympäristökeskus PL 13133101 Tampere","","","","","","",""
"FI0326003","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0327002","","","Hämeen ympäristökeskus PL13113101 Hämeenlinna","","","","","","",""
"FI0327003","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0327004","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0327006","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0327007","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113100 Hämeenlinna","","","","","","",""
"FI0327008","","","Hämeen ympäristökeskus PL 131, 13101 Hämeenlinna","","","","","","",""
"FI0328001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0328004","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0328005","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0329001","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0329002","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0331002","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0333001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0333003","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0333004","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0333006","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0334001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0334003","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0334004","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0335001","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0335003","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0335004","","","Metsäntutkimuslaitos/Tutkimusmetsäpalvelut PL 1801301 Vantaa","","","","","","",""
"FI0335006","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0335007","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0335009","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113100 Hämeenlinna","","","","","","",""
"FI0335010","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0336001","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0336002","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0336003","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0336004","","","Metsäntutkimuslaitos/Tutkimusmetsäpalvelut PL 1801301 Vantaa","","","","","","",""
"FI0336005","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0336006","","","Metsähallitus/Länsi-Suomen puistoalue PL 14713101 Hämeenlinna","","","","","","",""
"FI0336007","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0336008","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0337002","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0338003","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0338004","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0338005","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0339001","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0339002","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0339004","","","Metsähallitus/Etelärannikon puistoalue PL 9401301 Vantaa","","","","","","",""
"FI0339005","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0339007","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0339008","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0339009","","","Hämeen ympäristökeskus PL 131, 13101 Hämeenlinna","","","","","","",""
"FI0341001","","","Metsähallitus/Länsi-Suomen puistoalue PL 29733101 TAMPERE","","","","","","",""
"FI0341002","","","Metsähallitus/Länsi-Suomen puistoalue PL 29733101 TAMPERE","","","","","","",""
"FI0341003","","","Metsähallitus/Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0341004","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0341008","","","Metsähallitus/Länsi-Suomen puistoalue PL 29733101TAMPERE","","","","","","",""
"FI0341009","","","Pirkanmaan ympäristökeskus Pl 29733101 Tampere","","","","","","",""
"FI0341010","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0341011","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0341012","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0341015","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 14713101 Hämeenlinna","","","","","","",""
"FI0341017","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0341018","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 36, 40101 Jyväskylä","","","","","","",""
"FI0342001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0344001","","","Metsähallitus/Etelärannikon puistoalue PL 9401301 Vantaa","","","","","","",""
"FI0344002","","","Metsähallitus/Etelärannikon puistoalue PL 9401301 Vantaa","","","","","","",""
"FI0344003","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0344005","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0344006","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0344007","","","Hämeen ympäristökeskus PL 13113101 Hämeenlinna","","","","","","",""
"FI0344008","","","Metsähallitus/Etelärannikon puistoalue PL 9401301 Vantaa","","","","","","",""
"FI0345001","","","Tampereen ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0345003","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0345004","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0345005","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0346001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0347001","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 Hämeenlinna","","","","","","",""
"FI0348001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0348002","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0348003","","","Pirkanmaan ympäristökeskus PL 297, 33101 Tampere","","","","","","",""
"FI0349001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0349004","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0349006","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0349007","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0349008","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0350001","","","Metsähallitus/Länsi-Suomen puistoalue PL 29733101 TAMPERE","","","","","","",""
"FI0350002","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0350004","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0350005","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0351001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0351003","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0351004","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0351005","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0351006","","","Pirkanmaan ympäristökeskus PL 29733101 Tampere","","","","","","",""
"FI0353001","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0353002","","","Pirkanmaan ympäristökeskus PL 29733101 TAMPERE","","","","","","",""
"FI0354001","","","Metsäntutkimuslaitos/Tutkimusmetsäpalvelut PL 1801301 Vantaa","","","","","","",""
